nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
7	6.21595	76.17086	34.00106	0.00000	1.31627	0.35605	0.87555	0.18883	0.15704	0.18762	0.07517	5.26988	0.30149	0.30149	0.01243	0.02334	1.16332	0.01822	276.96812	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
7	2.58528	210.70669	5.48009	0.00000	1.31627	3.69161	2.09364	2.59494	0.20615	0.50993	0.03124	5.26988	0.59411	0.59411	0.01163	0.04599	0.29958	0.96927	194.36394	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
8	0.56613	1.82737	0.05260	0.00000	0.34811	3.93713	0.70245	3.31873	0.70592	0.30754	0.09990	2.41264	0.02508	0.02508	0.00187	0.00194	168.13067	0.46078	738.04615	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
8	0.69569	135.48356	0.33320	0.00000	0.34811	5.31370	2.70946	2.98922	0.71835	0.04947	0.07915	2.41264	0.44260	0.44260	0.03365	0.03426	0.53980	0.41808	173.79519	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
9	1.34202	119.48600	3.54503	0.00000	1.91550	3.90470	5.23811	4.65349	0.51948	0.57974	0.08540	19.78354	0.40703	0.40703	0.02854	0.03151	0.63825	0.55910	207.12325	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
9	0.78181	193.69206	0.19838	0.00000	1.91550	4.05223	4.35922	1.23083	0.21785	0.42134	0.05599	19.78354	0.56168	0.56168	0.03474	0.04348	0.33517	0.67851	199.15584	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
9	0.70772	223.30005	0.26523	0.00000	1.91550	4.78860	5.23904	1.98389	0.32696	0.26217	0.06134	19.78354	0.61756	0.61756	0.03107	0.04780	0.27727	0.03575	182.93140	3	0.65400	0.63000	4070.00000	12.91936	K	157.60545	55.99913	154.29285	51.66845	
0	9.25302	29.75035	51.48167	0.00000	1.15007	2.87625	0.62820	1.51158	0.56870	0.44939	0.05520	97.84988	0.16361	0.16361	0.02991	0.04678	5.34295	0.03372	342.92126	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
0	5.38741	482.73493	34.00106	0.00000	1.15007	5.38451	0.77267	0.28381	0.10588	0.57266	0.00051	97.84988	1.04864	1.04864	0.18201	0.29985	0.13006	0.02821	162.53350	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
1	4.12304	10.10869	11.09328	0.00000	1.75921	5.37955	3.06553	5.39886	0.36600	0.02982	0.00805	7.42989	0.07967	0.07967	0.01352	0.02278	22.53429	0.02612	541.11220	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
1	0.77652	447.87908	0.21112	0.00000	1.75921	3.16552	6.18989	0.73149	0.32914	0.45381	0.06750	7.42989	0.99753	0.99753	0.23130	0.28524	0.14373	0.08196	155.09594	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
2	0.86442	4.16704	0.31310	0.00000	1.91148	0.79736	2.70691	0.88740	0.20966	0.23544	0.00715	12.00800	0.04413	0.04413	0.01150	0.01262	73.45152	0.55190	768.25753	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
2	1.20606	7.06825	1.30989	0.00000	1.91148	3.48536	3.04650	1.70611	0.29466	0.46129	0.08275	12.00800	0.06276	0.06276	0.00603	0.01795	36.30963	0.94599	626.12089	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
2	1.76337	11.53888	3.19580	0.00000	1.91148	2.65327	3.75826	2.31265	0.01724	0.16297	0.02736	12.00800	0.08702	0.08702	0.02439	0.02488	18.88944	0.42389	577.72351	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
2	1.89755	39.08242	3.54503	0.00000	1.91148	1.54026	3.88993	3.10778	0.49250	0.33563	0.04961	12.00800	0.19625	0.19625	0.04414	0.05612	3.71360	0.07242	326.10758	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
2	0.91653	326.29187	1.10961	0.00000	1.91148	1.75152	0.37127	0.99925	0.73969	0.40172	0.04780	12.00800	0.80765	0.80765	0.08849	0.23094	0.21926	0.00635	136.04033	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
3	1.13994	1.76774	1.18085	0.00000	1.32473	0.08986	0.85725	1.14427	0.59455	0.37949	0.08222	136.56531	0.02491	0.02491	0.00337	0.00712	230.43350	0.01235	865.31757	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
3	0.72100	37.97725	0.31966	0.00000	1.32473	2.63456	4.75359	0.65526	0.02830	0.49112	0.07513	136.56531	0.19253	0.19253	0.03679	0.05505	3.85839	0.78339	387.29229	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
4	3.31104	19.15077	12.82673	0.00000	2.47339	1.67775	2.98146	2.61509	0.31285	0.00779	0.04123	146.49016	0.12198	0.12198	0.03208	0.03488	9.61293	0.53958	446.20124	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
4	1.56989	85.96000	4.94024	0.00000	2.47339	1.70938	4.39651	1.88357	0.40746	0.32296	0.00704	146.49016	0.33191	0.33191	0.09491	0.09491	1.29830	0.31927	260.66160	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
4	1.67958	131.51724	4.45356	0.00000	2.47339	1.47254	4.92788	5.80438	0.72267	0.02084	0.03134	146.49016	0.44070	0.44070	0.10098	0.12602	0.73642	0.67629	187.10473	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
5	2.21545	3.92253	3.93242	0.00000	2.33255	0.04557	1.06763	3.42587	0.38952	0.34663	0.07658	0.75581	0.04238	0.04238	0.00858	0.01212	79.61890	0.75485	734.89426	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
5	1.42255	275.13043	3.85169	0.00000	2.33255	6.19627	3.67360	0.69997	0.79244	0.26635	0.02718	0.75581	0.72085	0.72085	0.15066	0.20612	0.27524	0.73708	136.07156	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
6	0.51289	11.96762	0.11332	0.00000	1.96155	1.77983	0.80540	5.23060	0.46471	0.39446	0.00954	1.40804	0.08916	0.08916	0.02483	0.02549	17.99259	0.43961	490.31475	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
7	1.92301	35.97227	4.83882	0.00000	2.93176	3.48540	0.89121	0.51420	0.70013	0.35670	0.04453	22.97249	0.18569	0.18569	0.05197	0.05310	4.14776	0.22232	293.92734	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
7	2.11672	158.73374	6.74323	0.00000	2.93176	4.27257	4.98250	6.24796	0.48022	0.08183	0.01446	22.97249	0.49957	0.49957	0.13989	0.14285	0.57308	0.42615	205.61789	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
7	1.28029	433.51312	1.86368	0.00000	2.93176	0.50964	4.51342	0.14087	0.15587	0.00720	0.05099	22.97249	0.97608	0.97608	0.27301	0.27911	0.15012	0.42919	166.05984	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
8	4.18558	6.61902	10.00046	0.00000	0.55543	5.02002	5.65284	1.89089	0.42223	0.27230	0.00033	4.24205	0.06007	0.06007	0.01486	0.01718	39.63195	0.10829	608.84026	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
8	2.56587	78.54854	11.32578	0.00000	0.55543	0.76672	3.42747	4.69213	0.53483	0.18871	0.09157	4.24205	0.31254	0.31254	0.07694	0.08937	1.46415	0.10607	252.84383	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
8	0.64575	146.69704	0.21555	0.00000	0.55543	3.41113	2.59979	0.85537	0.36643	0.49136	0.01464	4.24205	0.47399	0.47399	0.13373	0.13553	0.63661	0.40386	221.80493	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
9	2.81897	22.63329	8.47141	0.00000	0.30400	5.14581	0.58621	2.40804	0.13301	0.31843	0.07207	141.28168	0.13635	0.13635	0.03895	0.03899	7.69320	0.29664	447.28426	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
9	0.57654	149.36179	0.11332	0.00000	0.30400	4.56722	5.11166	2.56228	0.30119	0.08922	0.02304	141.28168	0.47971	0.47971	0.13109	0.13717	0.62151	0.18497	225.94649	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
9	1.05965	390.85075	4.18489	0.00000	0.30400	5.32942	3.75866	1.78877	0.03650	0.57728	0.02102	141.28168	0.91095	0.91095	0.25517	0.26048	0.17235	0.42521	177.67336	4	0.67200	0.66000	4330.00000	3.49717	K	316.72475	38.74942	82.31974	-5.81811	
0	0.88276	6.70443	0.27079	0.00000	0.54903	5.90619	2.87684	2.66004	0.26211	0.36118	0.03296	0.61016	0.05966	0.05966	0.01596	0.01707	29.71211	0.51566	602.26177	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
0	2.00111	86.33539	6.07894	0.00000	0.54903	2.85192	2.11907	5.13143	0.02034	0.53332	0.03654	0.61016	0.32775	0.32775	0.08469	0.09378	0.98438	0.13333	275.81222	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
0	0.61070	144.71173	0.10871	0.00000	0.54903	5.15058	0.13094	6.16715	0.10786	0.42127	0.04615	0.61016	0.46247	0.46247	0.13233	0.13233	0.49440	0.31443	226.82025	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
0	0.91954	169.00833	0.39334	0.00000	0.54903	6.24745	6.28186	5.56157	0.44337	0.48271	0.09255	0.61016	0.51289	0.51289	0.13774	0.14676	0.40198	0.51011	191.42437	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
1	1.73783	179.73325	4.27259	0.00000	2.80548	0.47709	3.92059	0.40126	0.72337	0.48024	0.09053	4.58952	0.53436	0.53436	0.14562	0.15291	0.37032	0.48572	157.46045	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
2	0.60133	2.42213	0.11332	0.00000	1.26515	0.77330	1.22052	0.68808	0.32049	0.16563	0.05024	3.28989	0.03026	0.03026	0.00378	0.00866	115.47417	0.00957	828.37012	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
2	0.57578	4.20528	0.24923	0.00000	1.26515	4.79447	5.91045	0.43208	0.12898	0.10025	0.09117	3.28989	0.04371	0.04371	0.01249	0.01251	55.33788	0.29054	733.35898	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
2	0.65706	44.69922	0.16805	0.00000	1.26515	4.97657	2.61378	2.80494	0.73791	0.47930	0.00548	3.28989	0.21133	0.21133	0.04162	0.06047	2.36782	0.76927	247.03292	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
2	3.49434	121.18970	16.79656	0.00000	1.26515	3.54650	1.47867	2.56719	0.16040	0.49418	0.04491	3.28989	0.41089	0.41089	0.07783	0.11758	0.62632	0.78765	237.01243	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
2	0.54237	441.19727	0.09599	0.00000	1.26515	2.44086	3.78522	6.04018	0.31666	0.04735	0.07118	3.28989	0.97239	0.97239	0.25828	0.27824	0.11183	0.52655	146.33743	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
3	0.90404	6.67981	0.74820	0.00000	1.73010	5.07859	5.38719	1.06528	0.03082	0.57901	0.01379	1.08796	0.05951	0.05951	0.01679	0.01703	29.85821	0.23955	645.53734	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
3	1.73906	12.44488	4.01483	0.00000	1.73010	0.71422	5.56003	4.98566	0.05745	0.37685	0.00585	1.08796	0.09010	0.09010	0.01180	0.02578	13.02451	0.90024	520.97967	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
3	1.58993	31.50468	3.69518	0.00000	1.73010	2.53238	6.17314	6.05422	0.13899	0.12944	0.02319	1.08796	0.16737	0.16737	0.04524	0.04789	3.77499	0.49980	373.70952	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	0.54542	21.83817	0.08476	0.00000	2.28030	1.91155	3.54246	0.43799	0.45383	0.45888	0.08678	4.66291	0.13109	0.13109	0.03097	0.03751	6.15357	0.65268	376.84987	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
4	0.60530	72.44781	0.21112	0.00000	2.28030	0.40567	1.23914	1.93078	0.73966	0.53457	0.08340	4.66291	0.29159	0.29159	0.08342	0.08344	1.24370	0.32913	209.95118	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
5	0.97092	11.84290	0.77989	0.00000	1.98619	2.83406	1.24042	2.66636	0.20153	0.00503	0.00734	568.70276	0.08717	0.08717	0.01930	0.02494	13.91463	0.70158	508.14393	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
5	1.13070	56.28308	0.90176	0.00000	1.98619	1.61584	0.39039	4.79826	0.12467	0.18445	0.00068	568.70276	0.24642	0.24642	0.04104	0.07051	1.74145	0.83761	309.26041	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
6	2.45883	2.63728	3.61933	0.00000	2.62863	3.41417	3.19082	2.17459	0.66479	0.00334	0.02585	1.50961	0.03203	0.03203	0.00844	0.00916	103.08791	0.53771	674.81751	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
7	1.20397	0.57813	1.98333	0.00000	1.57787	0.79643	4.32680	0.66889	0.54736	0.03107	0.09283	1.71173	0.01164	0.01164	0.00093	0.00333	779.91879	0.96251	1206.43703	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
7	0.69360	99.37140	0.25978	0.00000	1.57787	5.70146	0.20772	1.77585	0.65901	0.53755	0.09196	1.71173	0.35996	0.35996	0.04132	0.10300	0.81608	0.00734	202.14978	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
8	1.52746	119.34117	5.04378	0.00000	2.34040	1.10870	0.48485	0.48161	0.69517	0.10884	0.02107	1.80595	0.40670	0.40670	0.09388	0.11638	0.63929	0.08023	184.92337	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
9	0.54583	22.33779	0.10648	0.00000	2.87133	1.67028	5.96735	5.41911	0.03819	0.40432	0.09638	0.02711	0.13308	0.13308	0.03690	0.03808	5.97075	0.45148	430.85701	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
9	0.52123	27.93682	0.09209	0.00000	2.87133	1.50004	5.75621	4.62199	0.06163	0.27720	0.09051	0.02711	0.15448	0.15448	0.04314	0.04420	4.43112	0.43473	397.44334	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
9	1.56150	268.59630	2.15490	0.00000	2.87133	1.00082	1.62670	0.33711	0.13732	0.46410	0.08351	0.02711	0.69848	0.69848	0.19369	0.19987	0.21675	0.20473	183.02186	5	0.65400	0.63000	4070.00000	3.49472	K	316.73027	38.74205	82.31713	-5.82624	
0	1.29469	204.62944	2.70717	0.00000	0.52442	0.20311	3.94838	2.62443	0.10085	0.12167	0.08138	8.72388	0.74742	0.74742	0.04052	0.04094	6.17468	0.25007	427.23361	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	0.71738	1.23724	0.37736	0.00000	2.85060	4.68211	1.10323	0.25732	0.22482	0.55975	0.04845	736.09895	0.02481	0.02481	0.00130	0.00136	5605.72643	0.19063	2259.76130	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	2.27981	22.81277	4.27259	0.00000	2.85060	0.96677	0.48265	0.10649	0.12014	0.19658	0.09298	736.09895	0.17313	0.17313	0.00936	0.00948	115.08028	0.24266	882.89161	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	1.48232	74.01415	2.82183	0.00000	2.85060	0.75696	1.44219	0.14408	0.63582	0.01915	0.08558	736.09895	0.37943	0.37943	0.01991	0.02078	23.95992	0.18807	478.35810	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	1.23701	104.75408	4.94024	0.00000	2.85060	2.15447	0.11870	2.81812	0.75001	0.39204	0.00169	736.09895	0.47830	0.47830	0.02615	0.02620	15.07800	0.28968	387.81207	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	2.90071	209.77402	5.04378	0.00000	2.85060	5.25446	4.58916	2.70948	0.16051	0.23238	0.05019	736.09895	0.75990	0.75990	0.04037	0.04162	5.97360	0.20592	416.50199	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	1.24096	322.59248	1.04267	0.00000	2.85060	3.30211	4.81546	2.48577	0.75049	0.48671	0.03649	736.09895	1.01241	1.01241	0.05378	0.05546	3.36537	0.20576	266.43107	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
2	2.85558	484.93011	11.32578	0.00000	2.85060	2.00999	5.07411	5.51480	0.20719	0.22354	0.03057	736.09895	1.32854	1.32854	0.07020	0.07277	1.95434	0.46118	310.52501	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	1.33926	23.50574	2.82183	0.00000	1.80822	5.39903	4.52574	5.57136	0.19299	0.10286	0.00904	3.84894	0.17662	0.17662	0.00770	0.00967	110.57910	0.68131	855.44391	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	0.66414	251.21480	0.24411	0.00000	1.80822	0.10963	2.79092	4.05188	0.62432	0.48395	0.09389	3.84894	0.85694	0.85694	0.04021	0.04694	4.69726	0.10372	320.78916	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	0.67300	278.12102	0.17884	0.00000	1.80822	1.53105	3.88600	5.53834	0.26222	0.38736	0.02340	3.84894	0.91709	0.91709	0.05023	0.05023	4.10135	0.31810	367.08548	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	1.22885	328.49164	2.54385	0.00000	1.80822	6.22272	3.91559	3.84994	0.16776	0.45127	0.06824	3.84894	1.02472	1.02472	0.01405	0.05613	3.28503	0.00171	357.89067	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
3	0.73732	392.88953	1.68009	0.00000	1.80822	1.21585	3.40522	3.17285	0.78491	0.18922	0.00331	3.84894	1.15461	1.15461	0.06067	0.06324	2.58748	0.18986	240.39532	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
4	1.17424	23.56718	1.61182	0.00000	0.43255	2.14456	4.13593	1.54076	0.38857	0.57338	0.00353	315.48341	0.17693	0.17693	0.00941	0.00969	110.19491	0.44691	797.40823	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
4	0.53109	30.68370	0.10429	0.00000	0.43255	0.49672	1.54121	3.93385	0.06103	0.53213	0.00609	315.48341	0.21096	0.21096	0.01101	0.01156	77.51063	0.48458	812.93622	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
4	0.59688	246.66314	0.07330	0.00000	0.43255	5.93495	6.26267	2.88885	0.62319	0.41613	0.08895	315.48341	0.84656	0.84656	0.04607	0.04637	4.81319	0.26379	322.99297	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
5	0.51011	197.45092	0.05835	0.00000	1.90118	5.40059	4.25587	2.26557	0.44220	0.44518	0.01201	6.19055	0.72984	0.72984	0.03897	0.03998	6.47579	0.21465	383.70431	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
5	0.87434	306.86481	0.49415	0.00000	1.90118	0.60794	4.07043	1.46006	0.41257	0.39770	0.01018	6.19055	0.97923	0.97923	0.04092	0.05364	3.59729	0.71085	335.57324	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
5	0.81033	390.61796	2.70717	0.00000	1.90118	5.58703	0.93835	2.39864	0.41166	0.37279	0.06472	6.19055	1.15015	1.15015	0.06193	0.06300	2.60757	0.41552	309.75637	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
6	0.63235	27.06560	0.14534	0.00000	1.36806	4.97616	5.25931	1.94577	0.71105	0.49445	0.05772	22.78795	0.19403	0.19403	0.00665	0.01063	91.62518	0.03123	631.33877	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
6	1.25872	382.49668	1.64560	0.00000	1.36806	0.32460	3.19422	5.41814	0.54842	0.19358	0.08747	22.78795	1.13416	1.13416	0.04368	0.06212	2.68165	0.04731	291.97031	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
7	1.44893	56.29982	2.29325	0.00000	1.05198	4.57536	2.83142	4.65953	0.56726	0.07320	0.04459	204.86326	0.31617	0.31617	0.01011	0.01732	34.50608	0.02474	547.12262	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
7	0.76608	308.71310	0.73284	0.00000	1.05198	1.75343	2.24897	1.64560	0.25096	0.09319	0.01586	204.86326	0.98316	0.98316	0.04333	0.05385	3.56860	0.67321	355.88061	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
8	1.88709	327.27237	8.12718	0.00000	2.75500	0.44493	3.92794	3.62855	0.74522	0.53940	0.06270	2.68082	1.02218	1.02218	0.05223	0.05599	3.30136	0.15899	266.54375	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
9	1.63246	0.71910	6.07894	0.00000	1.16292	0.19507	5.02692	4.61821	0.30460	0.57034	0.04251	198.44154	0.01728	0.01728	0.00093	0.00095	11557.21973	0.42506	2635.27254	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
9	5.90516	9.17229	8.64896	0.00000	1.16292	4.65550	0.52144	2.68671	0.43082	0.24985	0.07760	198.44154	0.09431	0.09431	0.00516	0.00517	387.79439	0.34943	1072.79568	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
9	0.84328	287.29551	0.43633	0.00000	1.16292	6.22652	2.68258	5.54878	0.18229	0.20569	0.05061	198.44154	0.93715	0.93715	0.02676	0.05133	3.92765	0.01698	372.59500	6	1.46000	1.33000	6510.00000	18.25634	F	118.06526	-34.70544	250.26404	-3.88280	
0	0.61635	2.30370	0.10871	0.00000	2.36025	4.96360	2.35025	1.04503	0.29758	0.34868	0.01249	163.90222	0.03074	0.03074	0.00165	0.00167	241.20337	0.41167	1004.14886	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
0	0.98042	36.85531	2.34131	0.00000	2.36025	0.99135	5.99745	1.96065	0.70600	0.50915	0.07813	163.90222	0.19517	0.19517	0.00759	0.01063	5.98344	0.04998	320.53766	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
0	2.27338	124.15000	9.20424	0.00000	2.36025	5.49546	0.41225	2.03837	0.64650	0.58611	0.03413	163.90222	0.43857	0.43857	0.02134	0.02388	1.18492	0.12654	223.91061	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
1	0.95591	0.57219	0.68863	0.00000	1.86006	2.53410	2.70502	4.24891	0.00179	0.18741	0.03378	3.79132	0.01215	0.01215	0.00053	0.00066	1544.87580	0.07881	1744.14324	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
1	0.58050	0.72031	0.10648	0.00000	1.86006	3.96800	0.33635	1.15044	0.13595	0.02921	0.04436	3.79132	0.01416	0.01416	0.00023	0.00077	1136.56652	0.00286	1558.07000	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
1	0.64621	6.49434	0.17884	0.00000	1.86006	3.26592	0.72269	0.65169	0.33952	0.57950	0.07606	3.79132	0.06134	0.06134	0.00114	0.00334	60.56719	0.00442	699.96671	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
1	2.41693	11.52844	2.15490	0.00000	1.86006	3.31199	6.13236	1.25728	0.74322	0.37782	0.00736	3.79132	0.08993	0.08993	0.00252	0.00490	28.17889	0.01635	456.48129	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
1	1.07272	85.25079	0.86512	0.00000	1.86006	1.86416	4.19900	4.07979	0.69985	0.03849	0.06158	3.79132	0.34136	0.34136	0.00906	0.01859	1.95593	0.01363	243.62680	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
1	1.23514	174.01670	3.93242	0.00000	1.86006	3.87812	3.65353	6.05134	0.61898	0.01429	0.09473	3.79132	0.54930	0.54930	0.02884	0.02991	0.75538	0.46203	203.85949	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
2	0.96594	0.92945	0.84736	0.00000	1.01338	5.12277	1.53484	1.13064	0.38495	0.37035	0.01620	0.50413	0.01678	0.01678	0.00084	0.00091	809.05901	0.14823	1314.54839	7	0.72000	0.73000	4700.00000	18.36325	K	118.06398	-34.70549	250.26354	-3.88373	
